Index,ID,Hand,XPos,YPos,ZPos,Time
0,NULL,Left,-0.3658294,1.019535,0.005878597,91.76759
0,NULL,Right,0.1101101,1.008657,-0.02752779,91.76759
0,NULL,Left,-0.4268556,1.036813,-0.07401669,92.21152
0,NULL,Right,-0.1182145,1.066936,0.006915279,92.21152
0,NULL,Left,-0.5160318,1.175533,-0.09014689,92.65885
0,NULL,Right,-0.3381678,1.347946,0.05808767,92.65885
0,NULL,Left,-0.5115719,1.363091,0.03481678,93.11225
0,NULL,Right,-0.3042364,1.334586,0.1118939,93.11225
0,NULL,Left,-0.4982514,1.352036,0.06121348,93.55746
0,NULL,Right,-0.2250862,1.334909,0.1335474,93.55746
0,NULL,Left,-0.5105245,1.137172,-0.03649332,94.00024
0,NULL,Right,-0.1381795,1.198235,0.1698255,94.00024
0,NULL,Left,-0.5134439,1.117927,-0.07578776,94.44611
0,NULL,Right,-0.1510077,1.199622,0.1671671,94.44611
0,NULL,Left,-0.5100591,1.12054,-0.08168042,94.89076
0,NULL,Right,-0.1504992,1.177963,0.1523376,94.89076
0,NULL,Left,-0.5047899,1.10987,-0.09302235,95.34641
0,NULL,Right,-0.1694982,1.117464,0.1171495,95.34641
0,NULL,Left,-0.5112674,1.098828,-0.1130103,95.79004
0,NULL,Right,-0.1932166,1.091589,0.09397392,95.79004
0,NULL,Left,-0.5244392,1.096746,-0.1241609,96.23522
0,NULL,Right,-0.2843266,1.249724,0.08782755,96.23522
0,NULL,Left,-0.5513496,1.082293,-0.1736939,96.69086
0,NULL,Right,-0.3428434,1.309122,-0.02778772,96.69086
0,NULL,Left,-0.5379812,1.075273,-0.2891886,97.1468
0,NULL,Right,-0.4359695,1.32346,-0.2756402,97.1468
0,NULL,Left,-0.4546189,1.097739,-0.4946708,97.60146
0,NULL,Right,-0.4044604,1.334104,-0.4735983,97.60146
0,NULL,Left,-0.4188218,1.07204,-0.5390005,98.04572
0,NULL,Right,-0.4096337,1.341922,-0.4089534,98.04572
0,NULL,Left,-0.3784075,1.079842,-0.5311838,98.49018
0,NULL,Right,-0.3953977,1.334383,-0.4004851,98.49018
0,NULL,Left,-0.2876822,1.080765,-0.5650339,98.93619
0,NULL,Right,-0.2269398,1.321974,-0.4958619,98.93619
0,NULL,Left,-0.2800629,1.07504,-0.5555262,99.37983
0,NULL,Right,-0.212937,1.291959,-0.5312425,99.37983
0,NULL,Left,-0.2936149,1.069404,-0.5516986,99.83584
0,NULL,Right,-0.2141974,1.270834,-0.537661,99.83584
0,NULL,Left,-0.2974496,1.062519,-0.5567911,100.2801
0,NULL,Right,-0.2187579,1.260611,-0.5468187,100.2801
0,NULL,Left,-0.4141532,1.038078,-0.453113,101.1563
0,NULL,Right,-0.3074319,1.277758,-0.4729035,101.1563
0,NULL,Left,-0.4438947,1.042188,-0.356823,101.6011
0,NULL,Right,-0.3351165,1.264608,-0.3809524,101.6011
0,NULL,Left,-0.5040148,1.059316,-0.3695703,102.0458
0,NULL,Right,-0.3878529,1.278743,-0.3756431,102.0458
0,NULL,Left,-0.5283282,1.054946,-0.4329304,102.5123
0,NULL,Right,-0.4771783,1.317216,-0.2275574,102.5123
0,NULL,Left,-0.5684719,1.124179,-0.2982933,102.9666
0,NULL,Right,-0.5226172,1.468928,0.07491356,102.9666
0,NULL,Left,-0.564764,1.396897,-0.007518936,103.423
0,NULL,Right,-0.4484977,1.403166,0.08433925,103.423
0,NULL,Left,-0.5976089,1.390228,0.0005917237,103.8783
0,NULL,Right,-0.3021159,1.449849,0.1805184,103.8783
0,NULL,Left,-0.557263,1.310048,-0.005277668,104.3233
0,NULL,Right,-0.2220497,1.341162,0.229279,104.3233
0,NULL,Left,-0.4997406,1.145074,-0.115245,104.7784
0,NULL,Right,-0.09286023,1.194556,0.2206588,104.7784
0,NULL,Left,-0.4889027,1.114506,-0.1290304,105.2231
0,NULL,Right,-0.08126704,1.161968,0.2006206,105.2231
0,NULL,Left,-0.4901567,1.108541,-0.1284558,105.6685
0,NULL,Right,-0.07919098,1.146953,0.192676,105.6685
0,NULL,Left,-0.4872957,1.105491,-0.1301491,106.1236
0,NULL,Right,-0.08055046,1.136064,0.1901378,106.1236
0,NULL,Left,-0.4807933,1.100759,-0.1353609,106.5697
0,NULL,Right,-0.07606302,1.098807,0.1668091,106.5697
0,NULL,Left,-0.4783709,1.09358,-0.1462117,107.0245
0,NULL,Right,-0.08521646,1.057133,0.1355274,107.0245
0,NULL,Left,-0.48253,1.097253,-0.1513961,107.4684
0,NULL,Right,-0.1000296,1.062203,0.1439406,107.4684
0,NULL,Left,-0.4842164,1.084101,-0.1611979,107.9138
0,NULL,Right,-0.1605606,1.10324,0.0835894,107.9138
0,NULL,Left,-0.4929512,1.066832,-0.2145237,108.3702
0,NULL,Right,-0.3401654,1.25738,-0.1086369,108.3702
0,NULL,Left,-0.4609382,1.099867,-0.3832848,108.8248
0,NULL,Right,-0.4656584,1.377316,-0.4455819,108.8248
0,NULL,Left,-0.4526255,1.106893,-0.3645597,109.2979
0,NULL,Right,-0.4240533,1.400575,-0.4914573,109.2979
0,NULL,Left,-0.4802218,1.094529,-0.3252539,109.7569
0,NULL,Right,-0.3769076,1.381642,-0.4236248,109.7569
0,NULL,Left,-0.4774221,1.097697,-0.3413948,110.2026
0,NULL,Right,-0.288899,1.409577,-0.4442904,110.2026
0,NULL,Left,-0.4730664,1.095652,-0.344462,110.6577
0,NULL,Right,-0.2988862,1.388148,-0.4437271,110.6577
0,NULL,Left,-0.4712478,1.078785,-0.2907417,111.1131
0,NULL,Right,-0.3986275,1.334224,-0.3376641,111.1131
0,NULL,Left,-0.4487335,1.062602,-0.2072384,111.9988
0,NULL,Right,-0.3114862,1.273064,-0.07975956,111.9988
0,NULL,Left,-0.4799403,1.100843,-0.2115622,112.454
0,NULL,Right,-0.378244,1.283505,-0.07515413,112.454
0,NULL,Left,-0.4658056,1.168931,-0.172526,112.9654
0,NULL,Right,-0.3704905,1.28256,-0.06093021,112.9654
0,NULL,Left,-0.4609751,1.164517,-0.1988933,113.4096
0,NULL,Right,-0.3967707,1.293204,-0.15005,113.4096
0,NULL,Left,-0.4566411,1.158735,-0.2271439,113.8578
0,NULL,Right,-0.3647354,1.348562,-0.2936613,113.8578
0,NULL,Left,-0.4608107,1.158035,-0.2714321,114.3112
0,NULL,Right,-0.3716283,1.349445,-0.3244403,114.3112
0,NULL,Left,-0.4469737,1.137842,-0.2689203,114.7562
0,NULL,Right,-0.3775356,1.312924,-0.2921658,114.7562
0,NULL,Left,-0.454228,1.139717,-0.2629619,115.2014
0,NULL,Right,-0.3799524,1.311794,-0.2883942,115.2014
0,NULL,Left,-0.457657,1.133031,-0.2706555,115.6562
0,NULL,Right,-0.4018533,1.311873,-0.2545575,115.6562
0,NULL,Left,-0.4687167,1.126412,-0.2717922,116.101
0,NULL,Right,-0.4199602,1.290573,-0.05058976,116.101
0,NULL,Left,-0.4716828,1.140247,-0.1965365,116.5558
0,NULL,Right,-0.4426202,1.427056,0.2108282,116.5558
0,NULL,Left,-0.4696028,1.434935,0.1100386,117.0217
0,NULL,Right,-0.3722383,1.436237,0.1845469,117.0217
0,NULL,Left,-0.555051,1.499542,0.08163008,117.8874
0,NULL,Right,-0.3659476,1.464979,0.186649,117.8874
0,NULL,Left,-0.5953975,1.527638,0.05661444,118.3422
0,NULL,Right,-0.3122647,1.488968,0.2214879,118.3422
0,NULL,Left,-0.5577309,1.454737,0.06117099,118.7912
0,NULL,Right,-0.2901334,1.403265,0.2414286,118.7912
0,NULL,Left,-0.513966,1.323812,0.02927665,119.245
0,NULL,Right,-0.1535259,1.290773,0.2862432,119.245
0,NULL,Left,-0.5060037,1.326125,0.01728292,119.6997
0,NULL,Right,-0.07898722,1.187258,0.2744864,119.6997
0,NULL,Left,-0.507926,1.284869,-0.0003415173,120.1453
0,NULL,Right,-0.0807579,1.186274,0.2628306,120.1453
0,NULL,Left,-0.5073605,1.267189,-0.009264234,120.6014
0,NULL,Right,-0.1006415,1.178086,0.2614048,120.6014
0,NULL,Left,-0.5156232,1.261172,-0.0202708,121.0602
0,NULL,Right,-0.1382813,1.163031,0.2499726,121.0602
0,NULL,Left,-0.5362276,1.211436,-0.08584893,121.5246
0,NULL,Right,-0.282315,1.15205,0.162336,121.5246
0,NULL,Left,-0.5361048,1.183661,-0.2372104,121.9816
0,NULL,Right,-0.6188456,1.291196,0.06404959,121.9816
0,NULL,Left,-0.5174634,1.200892,-0.3324322,122.434
0,NULL,Right,-0.8460541,1.387368,0.02748377,122.434
0,NULL,Left,-0.3986678,1.214157,-0.1200797,123.3055
0,NULL,Right,-0.2288872,1.195569,-0.01639516,123.3055
0,NULL,Left,-0.4489182,1.197331,-0.2064354,123.7507
0,NULL,Right,-0.42088,1.269874,0.005412748,123.7507
0,NULL,Left,-0.5038791,1.192824,-0.2782342,124.2071
0,NULL,Right,-0.7392495,1.422122,0.01058512,124.2071
0,NULL,Left,-0.5020235,1.191864,-0.262049,124.6624
0,NULL,Right,-0.7379126,1.426058,-0.01263101,124.6624
0,NULL,Left,-0.4719451,1.178783,-0.1897135,125.1178
0,NULL,Right,-0.4445824,1.239,0.06236155,125.1178
0,NULL,Left,-0.4256083,1.129656,-0.1852486,125.5751
0,NULL,Right,-0.4089821,1.235984,-0.1132365,125.5751
0,NULL,Left,-0.4379084,1.151847,-0.2837158,126.0197
0,NULL,Right,-0.3396512,1.361186,-0.3672308,126.0197
0,NULL,Left,-0.4309617,1.151025,-0.2706971,126.4762
0,NULL,Right,-0.3436632,1.355479,-0.3603452,126.4762
0,NULL,Left,-0.4336066,1.145698,-0.2606725,126.9439
0,NULL,Right,-0.3554308,1.348394,-0.3518906,126.9439
0,NULL,Left,-0.4334455,1.141485,-0.2554656,127.396
0,NULL,Right,-0.3586844,1.34393,-0.3480193,127.396
0,NULL,Left,-0.4332662,1.137796,-0.2580859,127.8517
0,NULL,Right,-0.3547992,1.340741,-0.3592006,127.8517
0,NULL,Left,-0.4505774,1.175677,-0.3417923,128.2968
0,NULL,Right,-0.3288482,1.498952,-0.6907912,128.2968
0,NULL,Left,-0.4756556,1.164355,-0.3955015,128.7404
0,NULL,Right,-0.5850977,1.403732,-0.4254067,128.7404
0,NULL,Left,-0.5544388,1.301071,-0.1128496,129.1857
0,NULL,Right,-0.4704911,1.325094,-0.01767923,129.1857
0,NULL,Left,-0.5160092,1.342959,-0.002681301,129.6418
0,NULL,Right,-0.3062005,1.346177,0.08252303,129.6418
0,NULL,Left,-0.4752134,1.230464,-0.02567635,130.098
0,NULL,Right,-0.1708385,1.259808,0.1190401,130.098
0,NULL,Left,-0.4512666,1.106037,-0.1372308,130.5531
0,NULL,Right,-0.1152767,1.174616,0.1265759,130.5531
0,NULL,Left,-0.4533498,1.090537,-0.1624725,130.9968
0,NULL,Right,-0.1521399,1.124224,0.1109353,130.9968
0,NULL,Left,-0.4600382,1.06287,-0.2263078,131.4531
0,NULL,Right,-0.2364859,1.067613,0.07368421,131.4531
0,NULL,Left,-0.4692332,1.04502,-0.3035562,131.9119
0,NULL,Right,-0.3603,1.007741,-0.1070593,131.9119
0,NULL,Left,-0.4709131,1.051591,-0.3484257,132.3644
0,NULL,Right,-0.4156545,1.007448,-0.1328671,132.3644
0,NULL,Left,-0.4792483,1.100112,-0.2815889,132.8081
0,NULL,Right,-0.4152364,1.116195,-0.04447384,132.8081
0,NULL,Left,-0.4656354,1.123109,-0.2090814,133.2521
0,NULL,Right,-0.3707742,1.113959,0.008255986,133.2521
0,NULL,Left,-0.4678884,1.127044,-0.2428439,133.7089
0,NULL,Right,-0.1684818,1.669469,0.5278175,133.7089
0,NULL,Left,-0.4583276,1.137102,-0.2365481,134.1537
0,NULL,Right,-0.1608502,1.534295,0.4529305,134.1537
0,NULL,Left,-0.4447688,1.118086,-0.190589,134.6098
0,NULL,Right,-0.05223349,1.08585,0.2309174,134.6098
0,NULL,Left,-0.449795,1.127933,-0.1853102,135.0755
0,NULL,Right,-0.07419351,1.15844,0.2283152,135.0755
0,NULL,Left,-0.448631,1.122764,-0.1934106,135.5222
0,NULL,Right,-0.0559437,1.232045,0.223774,135.5222
0,NULL,Left,-0.4700812,1.142718,-0.1951935,135.9762
0,NULL,Right,-0.1895024,1.538671,0.09760508,135.9762
0,NULL,Left,-0.4995305,1.148714,-0.2132141,136.4317
0,NULL,Right,-0.1119048,1.811364,-0.1210112,136.4317
0,NULL,Left,-0.476141,1.277972,-0.2710469,136.8872
0,NULL,Right,-0.2419727,2.220518,-0.1702837,136.8872
0,NULL,Left,-0.4436626,1.132858,-0.2982996,137.3425
0,NULL,Right,-0.3963714,1.503817,-0.1034792,137.3425
0,NULL,Left,-0.4791296,1.062395,-0.3423007,137.7869
0,NULL,Right,-0.3959057,1.254896,-0.1460541,137.7869
0,NULL,Left,-0.4685283,1.081357,-0.4846505,138.2428
0,NULL,Right,-0.447944,1.241447,-0.3706258,138.2428
0,NULL,Left,-0.4269008,1.098543,-0.4953834,138.6875
0,NULL,Right,-0.3652078,1.261892,-0.4701862,138.6875
0,NULL,Left,-0.4291016,1.102518,-0.4827221,139.551
0,NULL,Right,-0.3317555,1.306058,-0.5203189,139.551
0,NULL,Left,-0.4333718,1.099749,-0.4886502,140.0067
0,NULL,Right,-0.3276121,1.303583,-0.5335088,140.0067
0,NULL,Left,-0.4293737,1.090913,-0.5078114,140.4622
0,NULL,Right,-0.3314314,1.292329,-0.5328815,140.4622
0,NULL,Left,-0.4235063,1.085378,-0.5226105,140.9614
0,NULL,Right,-0.3260782,1.279639,-0.5399865,140.9614
0,NULL,Left,-0.4285909,1.073191,-0.5260567,141.407
0,NULL,Right,-0.3420702,1.255614,-0.5295457,141.407
0,NULL,Left,-0.44059,1.076287,-0.5272574,141.8629
0,NULL,Right,-0.3496585,1.257724,-0.5384702,141.8629
0,NULL,Left,-0.4398451,1.073845,-0.5246844,142.3077
0,NULL,Right,-0.3558863,1.268708,-0.5350419,142.3077
0,NULL,Left,-0.448614,1.079493,-0.4957902,142.7529
0,NULL,Right,-0.3738762,1.275164,-0.4893919,142.7529
0,NULL,Left,-0.4179679,1.065959,-0.3396463,143.2095
0,NULL,Right,-0.3706118,1.272656,-0.3910688,143.2095
0,NULL,Left,-0.4210189,1.074385,-0.283781,143.6637
0,NULL,Right,-0.3631653,1.261475,-0.3838288,143.6637
0,NULL,Left,-0.4533366,1.080775,-0.3276584,144.1193
0,NULL,Right,-0.3887649,1.313942,-0.3882244,144.1193
0,NULL,Left,-0.4670638,1.101312,-0.3211094,144.564
0,NULL,Right,-0.4838932,1.272271,-0.1125012,144.564
0,NULL,Left,-0.4968263,1.27841,-0.1284672,145.0085
0,NULL,Right,-0.3909193,1.256403,-0.008443428,145.0085
0,NULL,Left,-0.4537939,1.2613,-0.06686947,145.4639
0,NULL,Right,-0.3003095,1.243751,0.03653694,145.4639
0,NULL,Left,-0.4268709,1.213681,-0.07590047,145.9091
0,NULL,Right,-0.1910195,1.177476,0.07079777,145.9091
0,NULL,Left,-0.4262693,1.190365,-0.0985904,146.3623
0,NULL,Right,-0.1736917,1.147948,0.0586381,146.3623
0,NULL,Left,-0.4356448,1.130495,-0.1569238,146.8187
0,NULL,Right,-0.1686881,1.109221,0.05429116,146.8187
0,NULL,Left,-0.435169,1.087324,-0.250298,147.274
0,NULL,Right,-0.3560351,1.188853,0.02613524,147.274
0,NULL,Left,-0.4607889,1.104569,-0.3357565,147.7306
0,NULL,Right,-0.4758863,1.25955,-0.1767967,147.7306
0,NULL,Left,-0.4378473,1.12105,-0.3756939,148.1751
0,NULL,Right,-0.4819622,1.230614,-0.2629716,148.1751
0,NULL,Left,-0.4098084,1.114635,-0.4615936,148.6201
0,NULL,Right,-0.5038769,1.217093,-0.3187049,148.6201
0,NULL,Left,-0.4206808,1.113785,-0.4311322,149.0752
0,NULL,Right,-0.496368,1.216912,-0.2923373,149.0752
0,NULL,Left,-0.4096537,1.089849,-0.4409986,149.5306
0,NULL,Right,-0.4661622,1.202525,-0.4415294,149.5306
0,NULL,Left,-0.3985951,1.099593,-0.4808642,149.9739
0,NULL,Right,-0.4765746,1.324461,-0.7278124,149.9739
0,NULL,Left,-0.4674879,1.073597,-0.418762,150.4316
0,NULL,Right,-0.5296255,1.252681,-0.4377838,150.4316
0,NULL,Left,-0.4319179,1.069124,-0.1279866,150.8759
0,NULL,Right,-0.2231945,1.284065,-0.06176687,150.8759
0,NULL,Left,-0.3445853,1.103163,-0.08660332,151.3313
0,NULL,Right,-0.07835853,1.261159,-0.07305288,151.3313
0,NULL,Left,-0.3547259,1.086646,-0.1088284,151.7868
0,NULL,Right,-0.0943156,1.248581,-0.07971813,151.7868
0,NULL,Left,-0.3472531,1.077429,-0.1131139,152.2423
0,NULL,Right,-0.1045689,1.242435,-0.08532289,152.2423
0,NULL,Left,-0.4143654,1.076791,-0.1806745,152.6869
0,NULL,Right,-0.1667291,1.215866,-0.04855946,152.6869
0,NULL,Left,-0.4022372,1.070584,-0.1854179,153.1429
0,NULL,Right,-0.09613197,1.165955,-0.007339376,153.1429
0,NULL,Left,-0.3957158,1.062599,-0.1859467,153.5999
0,NULL,Right,-0.09697724,1.153922,-0.02522641,153.5999
0,NULL,Left,-0.4004543,1.060378,-0.1877495,154.0551
0,NULL,Right,-0.1170219,1.145419,-0.02965092,154.0551
0,NULL,Left,-0.4295242,1.066294,-0.2179233,154.5076
0,NULL,Right,-0.2016162,1.132286,-0.05126155,154.5076
0,NULL,Left,-0.4574982,1.0653,-0.2654526,154.9653
0,NULL,Right,-0.2897864,1.104891,-0.1271136,154.9653
0,NULL,Left,-0.4786229,1.073784,-0.3206033,155.4643
0,NULL,Right,-0.3353976,1.106451,-0.1397039,155.4643
0,NULL,Left,-0.4763546,1.078487,-0.3202344,155.9178
0,NULL,Right,-0.3017298,1.280801,-0.01574396,155.9178
0,NULL,Left,-0.5450165,1.354176,-0.1688782,156.3639
0,NULL,Right,-0.3952682,1.408233,0.04714572,156.3639
0,NULL,Left,-0.6015325,1.425739,-0.1314548,156.8195
0,NULL,Right,-0.3488667,1.400543,0.07033525,156.8195
0,NULL,Left,-0.638163,1.413456,-0.1388598,157.3186
0,NULL,Right,-0.2970605,1.394748,0.1145942,157.3186
0,NULL,Left,-0.606036,1.325619,-0.1337585,157.7737
0,NULL,Right,-0.3420201,1.361208,0.1035072,157.7737
0,NULL,Left,-0.4995089,1.17187,-0.1300342,158.2208
0,NULL,Right,-0.3372653,1.370334,0.1074704,158.2208
0,NULL,Left,-0.3298742,1.049423,-0.1199179,158.6749
0,NULL,Right,0.2621582,1.247893,-0.1956831,158.6749
0,NULL,Left,-0.3107482,1.076111,-0.1018852,159.1198
0,NULL,Right,0.2833568,1.263041,-0.2900762,159.1198
0,NULL,Left,-0.400595,1.051643,-0.1417439,159.5654
0,NULL,Right,0.2146842,1.234217,-0.1872208,159.5654
0,NULL,Left,-0.5084814,1.073158,-0.2884144,160.0188
0,NULL,Right,-0.2421498,1.158505,-0.0864282,160.0188
0,NULL,Left,-0.4648469,1.061763,-0.5342911,160.4643
0,NULL,Right,-0.391567,1.140711,-0.215787,160.4643
0,NULL,Left,-0.3869277,1.015301,-0.6229149,160.909
0,NULL,Right,-0.3698681,1.12303,-0.2444157,160.909
0,NULL,Left,-0.3878272,1.010345,-0.6143222,161.7075
0,NULL,Right,-0.3204285,1.172609,-0.3531358,161.7075
0,NULL,Left,-0.3881512,1.03158,-0.6160924,162.174
0,NULL,Right,-0.3913487,1.240632,-0.4250922,162.174
0,NULL,Left,-0.4620973,1.130408,-0.5214497,162.631
0,NULL,Right,-0.4152515,1.29269,-0.3974298,162.631
0,NULL,Left,-0.494839,1.26959,-0.4987776,163.0852
0,NULL,Right,-0.4574391,1.31296,-0.3523071,163.0852
0,NULL,Left,-0.4928721,1.258919,-0.5127897,163.5628
0,NULL,Right,-0.4571055,1.306186,-0.3542936,163.5628
0,NULL,Left,-0.4871236,1.25029,-0.5157261,164.0737
0,NULL,Right,-0.4382132,1.301155,-0.3667047,164.0737
0,NULL,Left,-0.4847938,1.246032,-0.5127091,164.6164
0,NULL,Right,-0.4391643,1.286541,-0.3528987,164.6164
0,NULL,Left,-0.4878333,1.23977,-0.5037261,165.075
0,NULL,Right,-0.4819236,1.260583,-0.299299,165.075
0,NULL,Left,-0.4958009,1.208568,-0.3832537,165.5511
0,NULL,Right,-0.4076502,1.208696,-0.1503823,165.5511
0,NULL,Left,-0.4799125,1.221907,-0.2739903,166.0478
0,NULL,Right,-0.3660469,1.224226,-0.08467911,166.0478
0,NULL,Left,-0.4345893,1.249878,-0.1808812,166.5164
0,NULL,Right,-0.1275845,1.206091,0.003300958,166.5164
0,NULL,Left,-0.452516,1.222795,-0.2151531,166.9625
0,NULL,Right,-0.1401132,1.195915,-0.004999595,166.9625
0,NULL,Left,-0.4622298,1.208993,-0.2526698,167.4161
0,NULL,Right,-0.1620339,1.129691,-0.01378738,167.4161
0,NULL,Left,-0.4709746,1.182098,-0.2982134,167.8615
0,NULL,Right,-0.2739011,1.134407,-0.1166564,167.8615
0,NULL,Left,-0.475955,1.173227,-0.3560424,168.3829
0,NULL,Right,-0.3264265,1.100215,-0.1811465,168.3829
0,NULL,Left,-0.5294511,1.237795,-0.3287657,168.8384
0,NULL,Right,-0.4787699,1.27339,-0.1751144,168.8384
0,NULL,Left,-0.5974876,1.364183,-0.2135384,169.2833
0,NULL,Right,-0.5394443,1.367182,-0.1104921,169.2833
0,NULL,Left,-0.6867519,1.427336,-0.1563519,169.7285
0,NULL,Right,-0.4605692,1.424571,0.04884395,169.7285
0,NULL,Left,-0.5633124,1.457377,-0.05478926,170.1726
0,NULL,Right,-0.4088614,1.436532,0.104015,170.1726
0,NULL,Left,-0.5780733,1.566768,-0.04921824,170.6176
0,NULL,Right,-0.4289585,1.515516,0.1048963,170.6176
0,NULL,Left,-0.6602468,1.60728,-0.1334571,171.0737
0,NULL,Right,-0.4349579,1.548992,0.1106268,171.0737
0,NULL,Left,-0.6581728,1.588682,-0.1637931,171.5174
0,NULL,Right,-0.5208464,1.520683,0.0476237,171.5174
0,NULL,Left,-0.5971355,1.389822,-0.1767605,171.9949
0,NULL,Right,-0.384566,1.34606,0.08598211,171.9949
0,NULL,Left,-0.4797604,1.3643,-0.167782,172.8864
0,NULL,Right,-0.329247,1.302605,-0.01312802,172.8864
0,NULL,Left,-0.4235542,1.412284,-0.1883179,173.3455
0,NULL,Right,-0.2694509,1.393082,-0.05269165,173.3455
0,NULL,Left,-0.576408,1.461189,-0.2200193,173.8094
0,NULL,Right,-0.3026034,1.401796,0.03299867,173.8094
0,NULL,Left,-0.6061601,1.455989,-0.2338711,174.2556
0,NULL,Right,-0.2800035,1.381328,0.06670186,174.2556
0,NULL,Left,-0.6130438,1.455274,-0.2198467,174.7227
0,NULL,Right,-0.2140289,1.381482,0.1485672,174.7227
0,NULL,Left,-0.6097654,1.449513,-0.2094557,175.1681
0,NULL,Right,-0.1758788,1.351813,0.1613,175.1681
0,NULL,Left,-0.5969412,1.412907,-0.2047325,175.6118
0,NULL,Right,-0.06283449,1.102232,0.1185442,175.6118
0,NULL,Left,-0.5871438,1.407124,-0.2024875,176.0564
0,NULL,Right,-0.1099589,1.148988,0.130364,176.0564
0,NULL,Left,-0.5777364,1.338874,-0.2059949,176.5682
0,NULL,Right,-0.2205027,1.13837,0.09904228,176.5682
0,NULL,Left,-0.4601716,1.119761,-0.3589658,177.0238
0,NULL,Right,-0.3764539,1.073812,-0.1700715,177.0238
0,NULL,Left,-0.3994415,1.079327,-0.5200466,177.4706
0,NULL,Right,-0.3670605,1.061928,-0.2903894,177.4706
0,NULL,Left,-0.3480318,1.011871,-0.5997149,178.1547
0,NULL,Right,-0.3311436,1.167243,-0.3857664,178.1547
0,NULL,Left,-0.3733559,1.017715,-0.5982504,178.5899
0,NULL,Right,-0.3568486,1.206082,-0.4140741,178.5899
0,NULL,Left,-0.4198096,1.020245,-0.5590927,179.0518
0,NULL,Right,-0.4367064,1.164083,-0.3281503,179.0518
0,NULL,Left,-0.4308438,1.015628,-0.5482638,179.5025
0,NULL,Right,-0.4354177,1.111684,-0.2610402,179.5025
0,NULL,Left,-0.477483,0.9724391,-0.4118615,179.9459
0,NULL,Right,-0.2330678,1.063134,-0.03276968,179.9459
0,NULL,Left,-0.4754676,0.9877049,-0.2332542,180.402
0,NULL,Right,0.09298188,1.099631,-0.002250702,180.402
0,NULL,Left,-0.5193591,1.016056,-0.3287883,180.8585
0,NULL,Right,-0.210627,1.045558,-0.02738632,180.8585
0,NULL,Left,-0.4955473,1.125419,-0.4387861,181.3121
0,NULL,Right,-0.4176687,1.130753,-0.240074,181.3121
0,NULL,Left,-0.4715636,1.146066,-0.475486,181.7687
0,NULL,Right,-0.4239148,1.194504,-0.3194495,181.7687
0,NULL,Left,-0.4536369,1.126654,-0.5058057,182.2402
0,NULL,Right,-0.4078346,1.033675,-0.3104441,182.2402
0,NULL,Left,-0.4604105,1.133937,-0.5071229,182.6886
0,NULL,Right,-0.4310769,1.266105,-0.3093362,182.6886
0,NULL,Left,-0.5533515,1.266293,-0.3484181,183.1344
0,NULL,Right,-0.5169121,1.318496,-0.1037258,183.1344
0,NULL,Left,-0.6519637,1.406004,-0.1817978,183.9886
0,NULL,Right,-0.4672697,1.339715,-0.02074138,183.9886
0,NULL,Left,-0.6722394,1.416819,-0.1926965,184.5009
0,NULL,Right,-0.4507903,1.337618,0.00650545,184.5009
